Enemy,Stalfos,130,290,
Enemy,Stalfos,240,330,
Enemy,Stalfos,370,250,
Enemy,Stalfos,520,120,
Enemy,Stalfos,600,190,
Block,DiamondTile,27,,
Block,DiamondTile,28,,
Block,DiamondTile,33,,
Block,DiamondTile,34,,
Block,DiamondTile,39,,
Block,DiamondTile,40,,
Block,DiamondTile,45,,
Block,DiamondTile,46,,
Block,DiamondTile,51,,
Block,DiamondTile,52,,
Block,DiamondTile,58,,
Block,DiamondTile,57,,
Item,Key,0,0,FALSE
Item,Rupee,0,0,FALSE
Item,Rupee,0,0,FALSE
Door,North,5,,
Door,South,5,,
Door,East,5,,
Door,West,0,,
